descriptor,error,passed,reason,job,switch,check
A2_8_16,0.0,True,,domain_P01_6_w3.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_6_w3.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_6_w3.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_6_w3.0_r1,P01,tail
q_state,0.0,True,,domain_P01_6_w3.0_r1,P01,tail
D,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
A_med,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
q_state,0.0,True,,domain_P01_8_w0.874_r3,P01,tail
D,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
A_med,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
q_state,0.0,True,,domain_P01_8_w0.874_r1,P01,tail
D,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
A_med,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
q_state,0.0,True,,domain_P01_8_w0.874_r0,P01,tail
D,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
A_med,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
q_state,0.0,True,,domain_P01_8_w2.0_r3,P01,tail
D,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
A_med,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
q_state,0.0,True,,domain_P01_6_w3.0_r0,P01,tail
D,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
A_med,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
q_state,0.0,True,,domain_P01_8_w2.0_r1,P01,tail
D,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
A_med,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
q_state,0.0,True,,domain_P01_8_w3.0_r3,P01,tail
D,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
A_med,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
q_state,0.0,True,,domain_P01_7_w3.0_r1,P01,tail
D,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
A_med,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
q_state,0.0,True,,domain_P01_9_w0.874_r3,P01,tail
D,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
A_med,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
q_state,0.0,True,,domain_P01_8_w2.0_r0,P01,tail
D,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
A_med,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
q_state,0.0,True,,domain_P01_9_w0.874_r1,P01,tail
D,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
A_med,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
q_state,0.0,True,,domain_P01_9_w0.874_r0,P01,tail
D,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
A_med,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
q_state,0.0,True,,domain_P01_9_w2.0_r3,P01,tail
D,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
A_med,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
q_state,0.0,True,,domain_P01_7_w3.0_r0,P01,tail
D,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
A_med,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
q_state,0.0,True,,domain_P01_9_w2.0_r1,P01,tail
D,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
A_med,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
q_state,0.0,True,,domain_P01_9_w3.0_r3,P01,tail
D,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
A_med,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
q_state,0.0,True,,domain_P01_8_w3.0_r1,P01,tail
D,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
A_med,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
q_state,0.0,True,,domain_P01_10_w0.874_r3,P01,tail
D,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
A_med,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
q_state,0.0,True,,domain_P01_9_w2.0_r0,P01,tail
D,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
A_med,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
q_state,0.0,True,,domain_P01_10_w0.874_r1,P01,tail
D,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
A_med,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
q_state,0.0,True,,domain_P01_10_w0.874_r0,P01,tail
D,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
A_med,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
q_state,0.0,True,,domain_P01_10_w2.0_r3,P01,tail
D,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
A_med,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
q_state,0.0,True,,domain_P01_8_w3.0_r0,P01,tail
D,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
A_med,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
q_state,0.0,True,,domain_P01_10_w2.0_r1,P01,tail
D,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
A_med,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
q_state,0.0,True,,domain_P01_10_w3.0_r3,P01,tail
D,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
A_med,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
q_state,0.0,True,,domain_P01_9_w3.0_r1,P01,tail
D,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
A_med,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
q_state,0.0,True,,domain_P01_10_w2.0_r0,P01,tail
D,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
A_med,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
q_state,0.0,True,,domain_P01_11_w0.874_r3,P01,tail
D,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
A_med,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
ilr_z1,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
ilr_z2,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
ilr_z3,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
ilr_z4,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
A2_8_16,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
entropy_8_16,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
A2_16_32,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
entropy_16_32,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
q_state,0.0,True,,domain_P10_77_w3.0_r1,P10,tail
D,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
A_med,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
q_state,0.0,True,,domain_P01_11_w0.874_r1,P01,tail
D,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
A_med,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
q_state,0.0,True,,domain_P01_11_w0.874_r0,P01,tail
D,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
A_med,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
q_state,0.0,True,,domain_P01_11_w2.0_r3,P01,tail
D,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
A_med,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
ilr_z1,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
ilr_z2,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
ilr_z3,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
ilr_z4,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
A2_8_16,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
entropy_8_16,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
A2_16_32,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
entropy_16_32,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
q_state,0.0,True,,domain_P01_9_w3.0_r0,P01,tail
D,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
A_med,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
q_state,0.0,True,,domain_P01_11_w3.0_r3,P01,tail
D,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
A_med,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
ilr_z1,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
ilr_z2,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
ilr_z3,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
ilr_z4,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
A2_8_16,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
entropy_8_16,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
A2_16_32,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
entropy_16_32,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
q_state,0.0,True,,domain_P01_11_w2.0_r1,P01,tail
D,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
A_med,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
ilr_z1,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
ilr_z2,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
ilr_z3,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
ilr_z4,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
A2_8_16,0.0,True,,domain_P01_12_w0.874_r3,P01,tail
